prediction,probability
0,0.40269110704146643
0,0.43208156048363405
0,0.308368055690661
0,0.2725529290657773
0,0.19338257621835322
0,0.29504939371439115
1,0.7639713736295954
0,0.04022905173390996
0,0.39292561076908034
1,0.5943540126078205
0,0.13817842596702024
0,0.3632961686913658
0,0.4971396627945295
0,0.48508461540402137
1,0.7454254943235777
0,0.23994255305720832
1,0.707282322401605
1,0.9521604836473764
1,0.6190822240380431
0,0.042850476418398675
0,0.055172569003588835
0,0.18655941021850367
0,0.32395683240800643
0,0.22842595916470315
0,0.09741878062566024
0,0.01175321814077878
0,0.1097783386312126
1,0.542220547927781
0,0.007052838751105164
0,0.12531910508631675
0,0.12787231593880305
1,0.8260219270015017
1,0.7157784543711352
0,0.09395774081473934
1,0.9813790868359742
1,0.8132052100988862
0,0.16886145367447175
1,0.7935589218685657
0,0.34057794427576643
1,0.9832686102965777
0,0.040356844411353524
0,0.2665518361876647
0,0.030329558890762495
1,0.8762928273628785
0,0.23732660707543216
0,0.048058746593819486
0,0.1009982118238682
0,0.10276481622108166
0,0.11971353282717599
0,0.2345381929185225
0,0.09511966817422109
1,0.987499823906026
0,0.12067658263582216
0,0.1607876659390537
1,0.7080149457068611
1,0.7074879347505365
0,0.14344342163935253
0,0.06810046720575358
0,0.0012474839179761202
0,0.12078165898428768
0,0.274642626893483
0,0.07793112057761645
1,0.6433787912719433
1,0.8766098075510123
0,0.07967819290714638
1,0.9474097465706749
0,0.22696350226272452
0,0.005398329951676346
0,0.3189327807731042
0,0.04580496239034814
0,0.2642666313903164
0,0.08660049028138114
1,0.5953889361334075
0,0.24768880738123283
0,0.21702905636474287
0,0.39022575759433814
1,0.9524704246042043
0,0.10085377638276193
0,0.08171339327577026
0,0.08498486077990781
0,0.019627526876677213
1,0.6572568298995284
1,0.9564926579500055
0,0.03049688408692122
1,0.9830480553189853
0,0.04754787503518283
1,0.5995168255569068
1,0.9811764704199779
1,0.9929218455516559
0,0.12672002075548913
0,0.1058592754478215
1,0.5907335802653558
0,0.08282699810373685
1,0.6449006653551318
0,0.13756958941248906
0,0.1307856548465321
1,0.8151554384765594
0,0.12944599806156298
1,0.9870002432170266
0,0.46070787088225307
1,0.9126606554077755
0,0.008511440042311144
1,0.8108927281225837
0,0.008884428051403484
0,0.3763198902331022
1,0.7259550558219866
1,0.5125693971208093
0,0.048629029390133874
0,0.327174685369772
0,0.07116894044836938
0,0.08168152096881841
0,0.40528805216028185
0,0.03536325758717029
0,0.10617459510204982
0,0.00814465725978694
0,0.09494866745955999
0,0.36483532750114833
0,0.14220260891486664
0,0.39503090334856483
1,0.552093647265128
0,0.16487408994247105
0,0.04118839253694151
0,0.3264838757543931
0,0.3313215998389501
0,0.2714786427074644
0,0.32331719997509006
0,0.2503683709335477
0,0.44811964885201283
0,0.3414889724175924
0,0.31633102245772593
1,0.949345768836487
0,0.0017681013421139522
0,0.08164038732907322
1,0.9142033609607382
0,0.3032489079752792
0,0.40841236351252175
0,0.054879306932792
0,0.023725055565960038
0,0.013336949814588307
0,0.1506842256339157
1,0.8736396831732953
1,0.9512752942268844
0,0.10632176281572152
0,0.016289102905762805
0,0.005859941846436747
1,0.7762889787903039
0,0.07863288949583218
0,0.4695266065429055
0,0.31227801030150165
0,0.23296234864248686
1,0.7558793458945414
1,0.7226386083546157
0,0.04608859093908997
0,0.12763847256681887
0,0.038294747814950535
1,0.6917795589169695
0,0.021128753032372445
1,0.6861970146312804
1,0.950868729614961
0,0.3183383219394062
1,0.8494576152831937
0,0.2629484061234557
1,0.8608857214915362
0,0.05466293440718126
1,0.9999296172039565
0,0.17666774036083155
1,0.7618181648318314
0,0.04182250789998184
0,0.3459819592841147
1,0.8701689068064126
1,0.5058904432046386
0,0.3239751928973858
0,0.1721171344988322
0,0.20820178446988807
1,0.532745077880873
0,0.25817813414129054
1,0.5117203920278989
0,0.013070879049765604
0,0.18333251517169144
0,0.3630257386550374
0,0.2581119365143175
1,0.9498697485448778
0,0.056418486095816296
0,0.19712897122798706
0,0.006779494548078511
1,0.8757436192893377
0,0.03156114198673381
0,0.22721733312595951
0,0.07255116513549882
1,0.809684269634572
0,0.005543657149837872
0,0.08172066507650992
1,0.9485197175795496
0,0.09240483580468498
0,0.21815578434861113
1,0.9015934006744484
1,0.8902326464592013
0,0.15923373429856325
0,0.07096511801307782
0,0.007397912177276452
0,0.4562459238704499
0,0.3758034490863514
0,0.2746999060169882
0,0.04980913862530405
0,0.2864304655579254
0,0.10270983620631632
0,0.0019227291872980828
0,0.2629221468945647
0,0.00958157724836544
0,0.021375162962474523
0,0.03838145203120899
0,0.028986300893695294
0,0.45911880508176306
0,0.16023131379744246
1,0.7414434013040202
0,0.2978394705430062
1,0.6022955775301122
1,0.84452710422053
0,0.35612902536141383
0,0.2502738698290325
0,0.09119029404171959
0,0.4332813510409252
0,0.2678103304681902
0,0.204762188467245
0,0.4602728269442117
1,0.6459671464658605
0,0.07121118115290168
0,0.33873384921234595
1,0.5965454495228432
1,0.894837390462937
1,0.9999999854531358
0,0.38720006853669536
0,0.017027425979335722
0,0.23144529606628333
1,0.8028858608333626
0,0.001131179960713608
0,0.2327592066348167
1,0.7274322787432405
1,0.5974081315410067
0,0.2842359759489397
1,0.9972008081020518
1,0.7109904749920538
0,0.39645923548204215
1,0.882220986856792
0,0.20981392019289438
0,0.06337140969810913
0,0.12570337234993778
0,0.08639043650954653
0,0.11374802443790169
0,0.033800051650201626
0,0.1029467624711008
0,0.38037414330067587
1,0.6726319176862667
1,0.6393797953523775
0,0.4120569474811628
0,0.006174141271616384
1,0.5925589153588047
0,0.010894080712690048
0,0.020549584619848727
0,0.0040824864099653834
0,0.22953042031647633
1,0.9122681819616905
0,0.20133278781147632
1,0.7693218630442474
0,0.06794713068906708
1,0.8721520972582413
1,0.802630743634622
0,0.3462554709763014
0,0.13426172374989714
1,0.9299892246576438
1,0.7697021957139484
1,0.5586260303768776
1,0.8172446506021656
0,0.03875572089582016
1,0.9893693710233841
0,0.025766738877855265
0,0.0003528813921126391
0,0.42967661194177575
0,0.1003406953589746
0,0.3158987481913878
1,0.9640126649185516
0,0.436450834341759
1,0.7915791258487286
0,0.30494551818866894
1,0.6803081847269355
0,0.007530533559977901
0,0.03863105232885429
0,0.29748770338932323
0,0.03038948615655642
0,0.06369975563578828
1,0.5477257192213292
0,0.19523363836398652
0,0.41218823180317693
0,0.2954314350981041
0,0.005894084116608007
1,0.5929528958957864
1,0.6652723923325028
1,0.5105015213791146
1,0.6575788365561324
0,0.050389440481109424
0,0.31823217066570736
0,0.2456979353132936
0,0.2689233194871123
0,0.02693246272390026
1,0.9140815942678044
1,0.9428161065944686
0,0.005440979910801008
0,0.43680553402273775
0,0.018931268289642998
0,0.025830013617793118
1,0.6171643958552474
0,0.43151462618360886
0,0.3065880664267418
0,0.10762379837820607
1,0.9779609825079095
0,0.3444958285901699
0,0.06059486532032828
0,0.4009540895164694
0,0.07601681270137213
1,0.8323315157766805
0,0.13625599218732828
0,0.10457476154193025
0,0.18664920790796208
1,0.7545280034746484
1,0.845907089781049
0,0.037611336681672686
0,0.0402561407264175
1,0.748773798534106
0,0.031861383245253144
0,0.14632648969324835
1,0.9388573241067955
0,0.22392404824356615
0,0.08574670985687387
0,0.09413905990305516
0,0.35427758564275663
0,0.009692746441215263
0,0.12278607066569885
1,0.9049171695071986
1,0.9996668846263983
0,0.35249568084689387
0,0.44278467772001184
0,0.13038823372622013
0,0.17861313399467954
1,0.8109822359358294
0,0.08681105424314611
0,0.08110189658335086
0,0.04339469428149238
1,0.6220658616576593
0,0.07439118226059027
0,0.11093603177562994
0,0.016341647355509487
0,0.4548618762300917
0,0.11270108064300609
0,0.36426510377340976
1,0.8662903186806885
0,0.010511257117556586
0,0.1751857560651099
0,0.32106791714349486
0,0.39054001297675495
0,0.2897142037367639
1,0.9893002456646515
1,0.6397868097911777
0,0.4114945785792979
0,0.13511927628019554
1,0.5854664079880847
0,0.01724112728004546
0,0.11501841939910509
0,0.34199034323058125
1,0.5679713859884981
1,0.9609932194121386
0,0.03268063358880481
0,0.07119170188095826
0,0.1806175147668915
0,0.4543996586390102
0,0.4487142901349813
1,0.8726602079069533
0,0.07840831098559747
0,0.25021597145917357
0,0.015404539839322723
0,0.29113267322117303
0,0.4726824305010784
0,0.058653530220091156
0,0.46215467757055684
0,0.23268364994902294
0,0.44243292139682067
1,0.745085533740102
0,0.025144652466677245
0,0.07597443740239654
0,0.08076024674688285
0,0.03828618041436264
1,0.6100683161295826
0,0.011499857538514322
0,0.08467520192790114
0,0.08390024458819527
0,0.1625374175089021
1,0.6724538681710742
1,0.9281864838678849
1,0.5974485403591527
0,0.37362621889411335
0,0.05347203746795466
0,0.21047473030745856
0,0.13692530794090033
0,0.36445493157429376
0,0.40061192266270285
0,0.23630185070556273
0,0.22987674249881893
1,0.7370401413333126
1,0.7453186355999032
0,0.02083379526435023
0,0.49091328977029597
1,0.5192219891430871
0,0.16762763395207708
0,0.3883700395419175
0,0.0815023804234711
1,0.6376075401810867
0,0.46076061961389264
0,0.2705011651663521
1,0.650413239751465
0,0.21826630054319798
0,0.070376082714196
0,0.2047815209939022
0,0.12973225178767292
0,0.16902613173105643
0,0.018153436963522486
0,0.1740211175956255
1,0.6823727715911727
1,0.9841795011468407
0,0.20633791635762758
0,0.37846205687148693
0,0.018110066150492595
0,0.06530859440952648
0,0.012378791490689087
0,0.04951901030992441
0,0.48544067945850466
1,0.9475526630484322
0,0.4542455394192995
0,0.029411538469080012
0,0.303251079271437
0,0.1075139813540967
0,0.00010555253128770522
0,0.1471606181224078
0,0.1504410025200544
0,0.0775904564353998
1,0.5135557594684771
0,0.31766752786903657
1,0.9790240672574365
1,0.8331429695150796
0,0.025149583208738276
1,0.7699462483701561
0,0.00669011182177726
1,0.9604903881402816
1,0.8612068856199705
0,0.11377349869929526
0,0.023816755553455637
0,0.05415090038526829
0,0.06180402068145806
1,0.8940104991703283
0,0.12838017772157542
1,0.8274629758950889
1,0.6388102442413102
1,0.5147693592453993
1,0.9551108530737793
0,0.07188678860051897
0,0.281117373909284
1,0.9985614421758644
1,0.7507180249805356
1,0.5494089394259103
0,0.05003102187648414
1,0.8313991799048259
1,0.6912894520057875
0,0.1053487680480887
0,0.032957813766782695
0,0.4349469907510998
0,0.10429549605481135
0,0.43266554353511777
0,0.1455235084030962
0,0.34238505655282414
1,0.8339777395297729
0,0.0830358527611048
0,0.4768072048836962
0,0.18484118560465662
0,0.03907673296485541
1,0.5988208604550256
0,0.316909333159712
0,0.4866070925531358
0,0.23107035319852737
0,0.036929406437298404
1,0.8775903532586673
0,0.16291563517814
0,0.40691105587669796
0,0.13746136340462348
0,0.04373529704693216
0,0.07225976388180366
1,0.9833063218613289
1,0.8372966754248192
0,0.1511012353534307
0,0.005108751205605684
0,0.01155851955575646
0,0.06373826699365083
0,0.2984292601923142
1,0.7461459717076212
0,0.21959948469783636
0,0.037586619066746554
1,0.94437999155512
1,0.8049192957634648
1,0.7945096979689932
1,0.820463332282656
0,0.022740142126541005
0,0.07894078818684885
0,0.026391520492661642
0,0.39776234041547276
0,0.2714310417980321
0,0.000417559837353928
1,0.9179115581885725
1,0.8324909136741973
0,0.1701779131847695
0,0.030059399498920017
1,0.8547085923122
1,0.9012746203707264
1,0.5195511205563262
0,0.19860482935028662
1,0.5161356946589489
0,0.038599944736240385
0,0.08769024523203751
0,0.23860225473450838
0,0.08364542770913228
0,0.281184000110951
0,0.18133721499049452
0,0.1145329029188804
1,0.766068243086791
0,0.019842190866021223
1,0.5829264559445729
1,0.5004526364654928
1,0.7009645477989138
1,0.5669490072046786
1,0.9898858663488297
1,0.9690706858900343
0,0.24783490962481858
0,0.08459299525427558
0,0.37123134315665984
0,0.03499050738621269
0,0.10898994799253385
0,0.23009401148970904
1,0.760796464191373
0,0.06541493879169429
1,0.9610051616300915
0,0.1390076500844443
0,0.06884063716320608
1,0.6503131528883169
0,0.24106916545419702
1,0.5223048240643531
0,0.05782643352542416
0,0.3905408071579026
1,0.5093227579160615
0,0.23181926781271772
1,0.8573388868235684
0,0.2791645262049281
0,0.3473343071537694
0,0.06532924596160217
0,0.3401135362980976
0,0.18864543457315378
0,0.43282729849760426
1,0.8502029265244335
0,0.044296350106633624
1,0.649583246666876
0,0.051409037192602605
0,0.3183986273811924
0,0.2342958547730396
0,0.08862429830686429
0,0.38660671377604466
1,0.780140062048727
1,0.7304539276121668
0,0.17095307651528877
0,0.15224145466420566
1,0.6677854780038132
1,0.6449470030335936
0,0.4315951105301007
0,0.13938028950526435
0,0.004001274170467694
1,0.6806514826695182
0,0.4053068705445268
0,0.1946912138450091
0,0.045542117832445474
0,0.2179152630312657
0,0.3836244055878043
1,0.6356372639702605
1,0.8665417886610791
0,0.1057304778333096
1,0.9359767731578915
0,0.038493560533040004
1,0.92590576892078
0,0.18895088712427022
0,0.0255695815982406
0,0.3849482179410648
1,0.8153386561538377
0,0.016326554013560014
0,0.12861416821168892
